hid,pid,year1,age,edu,firmSize,workingHour,industry,job1,marriage,region,sex,wage,fullTime,firmType,sat_work1,sat_work2,sat_salary,sat_workingHour,sat_workingTotal,sat_workTotal,sat_spareTime,sat_house,sat_family,sat_social,sat_lifeTotal,sat_currentLife,sat_happiness
9481,243203,2021,34,3,1,40,475,521,2,5,2,172,1,1,3,3,3,3,3,3,3,2,2,3,3,6,6
10063,243204,2021,32,4,1,40,141,510,1,5,1,280,1,1,3,4,3,3,3,3,3,3,3,3,3,5,5
9687,243504,2021,28,5,5,42,382,882,1,5,1,335,1,3,3,3,3,3,3,3,2,2,3,3,3,5,5
2439,243904,2021,32,5,2,40,751,313,1,5,2,220,1,1,3,3,3,3,3,3,3,2,2,3,3,5,5
2447,244703,2021,25,3,3,40,340,392,1,5,2,180,1,1,3,3,3,3,3,3,3,3,3,3,3,5,5
2448,244803,2021,30,6,4,40,759,399,1,5,2,239,1,1,3,3,3,3,3,3,3,2,3,3,3,5,5
9984,244804,2021,28,5,6,40,751,412,1,5,1,348,1,3,4,3,3,3,3,3,3,2,2,3,3,7,7
9595,245004,2021,25,3,1,40,731,429,1,5,2,159,1,1,4,4,4,2,3,3,2,2,2,2,2,5,6
2457,245702,2021,35,3,1,40,243,841,1,5,1,287,1,1,3,3,3,3,3,3,3,3,3,3,3,5,5
2457,245703,2021,34,5,4,40,332,313,1,5,2,267,1,1,3,3,3,3,3,3,3,3,3,3,3,5,5
8653,245903,2021,37,5,1,40,423,771,1,5,1,300,1,1,3,3,3,3,3,3,3,3,3,3,3,6,6
8519,246203,2021,35,5,1,44,862,246,1,5,2,211,2,1,3,3,3,3,3,3,3,2,2,3,3,5,5
8519,246205,2021,28,5,1,40,291,312,1,5,2,183,1,1,3,3,3,3,3,3,3,2,2,2,3,5,5
8520,247804,2021,38,6,1,45,872,247,2,15,2,160,1,1,4,3,4,2,2,2,2,2,2,2,2,8,7
2491,249103,2021,39,3,3,40,529,271,2,7,2,220,1,1,4,4,3,2,3,2,2,2,2,2,2,7,7
6758,249304,2021,38,5,2,44,862,421,1,6,2,155,1,1,4,4,2,2,2,2,3,2,2,2,2,9,8
9820,251504,2021,30,5,6,40,861,243,2,6,2,265,1,4,3,4,3,3,3,3,2,2,2,3,2,7,6
9401,253304,2021,30,6,6,40,641,320,1,1,2,230,1,3,4,3,3,3,3,3,3,3,3,3,3,7,8
8503,253904,2021,38,6,1,30,855,254,2,1,1,70,2,1,3,3,4,3,3,3,3,3,2,2,2,7,7
9112,257004,2021,37,6,2,50,753,412,2,6,1,380,1,1,4,4,2,2,2,2,1,1,1,1,1,10,10
2669,266904,2021,37,6,6,40,649,320,2,11,2,330,2,1,3,3,3,3,3,3,3,3,3,3,3,8,5
2674,267404,2021,21,3,2,40,282,313,1,4,2,220,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
2702,270204,2021,27,6,6,40,360,237,1,4,1,190,1,3,4,4,2,2,2,2,2,2,2,2,2,7,7
9741,270404,2021,34,6,3,40,80,312,2,8,1,290,1,1,4,3,2,3,3,3,3,3,3,3,3,6,7
9523,271903,2021,37,6,6,40,759,399,2,5,1,307,1,1,4,3,3,2,2,3,2,2,2,3,2,7,8
10154,275304,2021,27,5,2,60,494,922,2,4,1,350,2,1,3,4,2,4,2,2,3,2,2,2,3,7,7
9295,276004,2021,37,4,3,42,494,921,1,4,1,250,2,1,2,2,4,4,4,4,3,3,3,3,3,5,5
5480,276207,2021,24,3,3,40,861,246,1,11,2,200,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4
2779,277903,2021,25,5,2,40,871,247,1,7,2,235,1,4,3,3,3,3,3,3,3,2,2,3,3,5,5
9117,278204,2021,30,6,4,40,861,243,1,2,2,320,1,1,3,4,3,2,3,3,3,2,2,3,2,7,7
9558,278304,2021,34,6,4,40,941,314,2,7,2,370,1,3,3,3,3,2,3,3,2,2,2,3,3,7,7
2792,279206,2021,29,6,6,45,241,233,1,2,1,430,1,1,2,2,3,3,3,3,3,3,3,3,3,6,6
2793,279303,2021,30,6,2,40,721,239,1,7,1,250,1,1,3,3,3,2,3,3,3,2,3,3,3,6,7
8934,280504,2021,39,6,4,20,856,254,2,15,2,240,2,1,3,4,3,3,3,3,3,2,2,3,3,6,6
7855,281004,2021,36,6,3,40,852,252,2,7,2,260,2,3,4,4,2,2,2,2,3,2,2,3,2,7,7
8664,281103,2021,38,5,2,40,861,246,2,14,2,255,1,1,4,4,2,2,2,2,1,2,2,2,2,8,9
8935,281104,2021,36,6,4,40,412,231,2,7,1,420,1,1,3,3,3,3,3,3,3,3,3,3,3,8,8
2812,281203,2021,27,5,1,40,742,312,1,7,1,230,1,1,3,3,3,3,3,3,3,2,3,3,3,4,5
2812,281204,2021,25,5,1,30,561,442,1,7,1,84,2,1,3,3,3,3,3,3,3,3,3,3,3,4,5
8356,281303,2021,31,5,6,40,861,243,2,2,2,450,1,4,3,3,3,3,3,3,2,2,2,3,3,5,5
2820,282003,2021,30,5,3,40,861,243,1,7,2,200,1,1,3,4,3,2,3,2,3,2,2,3,3,8,8
9989,282103,2021,25,6,5,40,591,942,1,7,2,180,1,1,3,4,4,3,3,3,3,2,2,3,3,5,7
2827,282704,2021,28,5,1,40,493,312,1,7,2,150,1,1,3,2,3,2,3,2,2,2,2,3,3,7,7
10156,283604,2021,27,5,2,40,132,721,1,5,2,172,1,1,3,3,3,3,3,3,3,3,3,3,3,5,5
10157,283804,2021,21,5,1,20,561,442,1,7,2,90,2,1,3,3,3,3,3,3,3,3,3,3,3,5,5
2841,284103,2021,36,5,2,40,311,743,1,7,1,5,1,1,3,3,3,3,3,3,4,4,4,4,4,3,3
2842,284204,2021,26,3,2,40,282,236,1,7,1,210,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
9991,284607,2021,30,6,6,40,641,320,1,7,2,420,1,1,5,4,2,2,2,2,2,2,2,2,2,8,8
2848,284804,2021,32,5,1,48,424,312,1,7,2,200,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
2849,284903,2021,35,6,3,54,855,254,1,7,2,200,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
9822,284904,2021,31,6,4,40,311,921,1,2,1,300,1,1,4,4,2,2,2,2,2,2,2,2,2,8,8
10158,285203,2021,32,6,6,40,311,235,2,15,1,420,1,1,4,4,2,2,2,2,2,2,2,2,2,8,8
9297,285403,2021,35,6,6,40,303,235,2,7,1,375,1,1,4,4,2,2,2,2,2,2,2,2,2,8,8
2857,285703,2021,39,4,6,40,620,224,1,7,1,225,1,1,4,4,2,2,2,2,2,2,2,2,2,8,8
9119,286603,2021,35,4,3,40,292,853,2,7,1,230,1,1,3,4,3,2,3,3,3,2,2,3,3,7,7
2876,287603,2021,30,6,3,40,303,851,1,7,1,200,1,1,4,3,3,2,2,2,2,2,2,2,2,7,8
2877,287703,2021,37,6,2,40,107,812,1,7,1,300,1,1,4,4,3,2,2,2,2,2,2,2,2,7,8
8100,287903,2021,39,5,6,40,242,841,2,7,1,660,1,1,3,3,3,3,3,3,3,3,3,3,3,8,8
2880,288003,2021,26,6,6,40,861,243,1,7,2,250,1,4,4,4,3,2,2,2,2,2,2,2,2,8,7
8529,288103,2021,31,5,1,48,862,245,2,7,2,250,1,1,4,4,3,2,2,2,2,2,2,2,2,8,8
8665,288604,2021,38,6,5,40,582,222,1,8,1,420,1,1,4,4,3,2,2,2,3,3,2,2,2,7,7
2894,289403,2021,39,2,1,40,11,612,1,7,1,250,1,1,3,3,3,2,2,2,2,2,2,2,2,7,8
9223,292403,2021,34,4,4,40,639,281,2,8,1,400,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
9563,292404,2021,33,4,2,40,732,781,2,8,1,370,1,1,3,3,3,3,3,3,4,3,3,3,1,5,9
2961,296103,2021,24,6,4,40,292,851,1,8,2,300,1,1,4,4,2,2,2,2,2,2,2,2,2,7,8
2987,298704,2021,27,6,4,40,872,312,1,8,2,215,2,4,4,4,3,2,3,3,3,3,2,3,3,6,7
2990,299004,2021,29,5,2,40,181,892,1,1,1,310,1,1,3,3,3,3,3,3,3,3,3,3,3,7,7
9995,303003,2021,37,3,4,40,264,864,2,8,1,275,2,1,3,3,3,3,3,3,3,3,2,2,3,6,8
3038,303803,2021,25,6,4,40,262,312,1,8,1,270,1,1,4,4,3,2,2,2,3,2,2,2,2,7,8
9225,304103,2021,29,5,5,40,292,854,2,8,1,300,1,1,4,3,3,3,3,3,2,2,2,3,3,6,6
3043,304303,2021,37,6,1,24,421,782,1,8,1,200,2,1,2,2,4,4,4,4,3,3,3,3,3,5,5
10074,304304,2021,28,5,2,40,479,313,2,8,2,200,1,1,3,3,3,3,3,3,3,3,3,3,3,7,7
9996,308003,2021,35,6,4,40,411,312,2,1,1,223,1,1,4,4,2,2,3,3,2,2,2,3,2,8,8
3103,310303,2021,33,6,1,40,911,286,1,8,1,240,1,1,4,3,4,2,2,2,3,2,3,3,3,6,7
3108,310803,2021,20,3,2,32,411,910,1,8,1,180,2,1,3,3,3,3,3,3,3,3,3,3,3,5,5
9486,311003,2021,32,6,6,40,861,245,1,4,1,355,1,4,4,3,3,2,2,2,3,2,2,2,2,8,7
3123,312303,2021,24,5,6,40,639,531,1,5,2,180,2,1,3,3,3,3,3,3,3,2,3,3,3,5,5
3154,315403,2021,26,6,1,20,912,432,1,8,2,118,2,1,2,3,4,3,3,3,3,3,3,3,3,4,5
3167,316704,2021,33,6,2,45,641,320,1,8,2,300,1,1,2,3,3,2,2,2,3,3,3,2,2,2,2
8939,317103,2021,37,5,3,40,243,841,1,8,1,300,1,1,3,3,3,3,3,3,3,3,3,3,3,7,7
9488,317104,2021,36,6,6,40,631,223,2,8,2,500,1,1,4,4,2,2,2,2,2,1,2,2,2,8,8
9998,317203,2021,31,6,4,40,701,237,2,8,2,220,2,3,4,3,3,3,2,2,2,3,2,2,2,8,8
3172,317204,2021,28,6,4,40,721,312,1,8,1,300,1,1,4,3,3,3,3,3,3,2,2,2,2,8,8
10000,318303,2021,24,6,5,40,861,243,1,1,2,250,1,1,4,4,2,2,3,3,3,3,3,3,3,6,7
3184,318404,2021,29,6,6,40,759,314,1,8,1,330,2,3,4,5,2,2,2,2,2,2,2,2,2,7,7
8244,319304,2021,38,5,6,40,861,243,2,1,2,180,1,4,4,4,3,2,2,2,3,2,2,2,2,7,7
8774,319904,2021,38,5,3,40,303,312,2,8,1,350,1,1,4,3,3,2,2,2,3,2,2,2,2,8,7
9123,320904,2021,36,6,6,40,641,320,2,5,2,520,1,1,3,3,3,3,3,3,3,3,3,3,3,5,5
3213,321304,2021,29,3,1,60,473,531,1,8,1,200,2,1,3,3,3,3,3,3,3,3,3,3,3,6,5
3218,321804,2021,39,3,2,40,582,223,1,8,1,250,2,1,4,4,2,2,2,2,3,3,2,3,3,6,6
3230,323004,2021,32,5,2,40,107,710,1,5,1,280,1,1,3,3,3,3,3,3,3,3,3,3,3,8,7
3232,323204,2021,33,5,6,40,862,245,1,8,2,240,2,1,2,2,4,3,3,3,4,3,3,3,3,5,5
8877,324006,2021,38,5,3,45,262,274,2,8,1,270,1,1,2,2,3,2,2,2,2,3,3,3,3,3,3
6387,324203,2021,27,5,2,40,851,247,1,5,2,230,2,1,3,3,3,3,3,3,3,3,3,3,3,5,5
10094,325505,2021,35,6,6,40,872,312,2,8,1,245,1,3,4,4,3,2,2,2,2,2,2,2,2,7,8
9301,325903,2021,32,6,5,40,464,312,1,1,2,350,1,1,4,4,2,2,2,2,2,2,2,2,2,8,8
9230,327605,2021,35,6,5,40,702,212,2,19,2,340,1,3,4,4,2,2,2,2,2,2,2,2,2,7,7
8368,330203,2021,34,6,6,40,521,312,2,8,2,470,1,1,4,4,2,3,2,2,2,3,2,2,2,6,7
3302,330204,2021,31,6,3,40,701,222,1,8,1,400,1,1,4,4,2,2,2,2,2,2,2,2,2,9,9
3304,330404,2021,34,6,4,40,729,211,1,8,1,375,1,3,4,4,2,2,2,2,2,2,2,2,2,7,7
7863,330902,2021,39,3,1,40,493,873,2,8,1,230,2,1,2,2,2,3,3,3,2,2,2,2,2,2,2
7864,330903,2021,37,3,3,40,262,863,2,8,1,250,1,1,4,4,4,4,3,4,3,3,3,3,3,9,8
3334,333403,2021,33,6,4,20,602,224,1,8,1,80,2,1,3,3,3,2,3,3,3,2,2,2,3,8,5
10163,333404,2021,31,5,3,40,320,244,2,8,2,245,1,1,4,4,3,2,2,2,2,2,2,2,2,6,7
3336,333606,2021,26,6,2,40,712,313,1,8,2,225,1,1,3,4,4,3,3,3,3,3,4,3,3,5,6
9653,333608,2021,20,4,1,20,911,432,1,8,2,70,2,1,3,3,3,2,3,2,3,2,2,3,3,8,5
3337,333704,2021,26,5,1,40,961,422,1,8,2,200,1,1,4,4,3,2,2,2,3,3,2,1,3,8,5
3368,336805,2021,30,4,6,40,473,531,1,8,2,200,2,1,3,3,4,2,3,3,3,3,4,3,3,6,5
7866,337505,2021,39,5,3,40,412,235,1,8,1,600,1,1,3,3,2,2,3,3,3,2,2,3,3,5,5
3384,338403,2021,26,6,4,40,732,312,1,8,2,242,1,1,4,4,3,2,3,2,3,3,2,2,3,8,7
3384,338404,2021,23,5,2,40,851,253,1,8,2,200,2,1,4,4,3,2,3,2,3,3,2,2,3,7,7
3404,340403,2021,30,6,6,40,861,242,1,8,2,360,1,1,4,4,3,2,3,2,3,2,2,2,2,8,8
3404,340404,2021,29,6,6,40,233,510,1,8,1,250,1,1,3,4,3,2,3,3,3,2,2,3,3,8,6
3409,340905,2021,38,3,2,60,952,873,1,8,1,180,2,1,3,3,3,4,3,3,3,3,2,3,3,7,7
3429,342903,2021,30,6,2,40,582,313,1,8,2,220,1,1,3,3,3,2,3,3,3,2,2,3,3,5,5
3448,344803,2021,33,4,1,40,473,531,1,8,1,200,2,1,3,3,3,3,3,3,3,3,3,3,3,5,5
3452,345203,2021,28,5,1,40,562,441,1,8,1,230,1,1,4,4,3,2,2,2,3,2,2,1,2,8,7
3456,345603,2021,32,5,1,40,872,247,1,8,2,210,1,1,3,3,3,2,3,2,3,3,3,2,3,3,3
3459,345904,2021,35,5,1,40,292,239,1,8,1,210,1,1,3,3,3,2,2,2,3,3,3,3,3,3,3
3462,346203,2021,30,6,6,40,591,312,1,8,2,200,1,1,3,4,3,2,3,3,4,3,3,3,3,5,6
9409,347104,2021,28,6,3,40,713,285,1,1,2,210,1,1,3,3,4,3,2,2,3,3,2,2,3,5,5
3482,348203,2021,31,6,6,40,479,312,1,5,2,347,1,1,4,3,3,2,2,3,3,2,2,2,3,7,7
3482,348204,2021,29,6,6,40,612,223,1,5,2,290,1,1,4,4,3,3,3,2,3,3,2,3,3,6,6
3496,349603,2021,26,5,1,40,862,246,1,8,2,270,2,1,3,3,3,3,3,3,3,3,3,3,3,5,6
7713,350203,2021,37,5,2,40,561,521,1,8,1,240,1,1,3,3,3,2,3,3,3,3,2,3,3,5,5
9517,350404,2021,38,2,1,40,562,442,3,8,2,170,2,1,3,3,3,3,3,3,3,3,3,3,3,5,5
8779,352303,2021,37,6,6,40,642,272,2,1,1,600,1,1,4,4,2,2,2,2,3,2,2,2,2,7,7
9493,352304,2021,35,6,6,40,582,222,2,1,1,430,1,2,4,4,2,2,2,2,2,2,2,2,2,9,9
3532,353205,2021,25,5,4,40,861,243,1,8,2,250,1,1,3,3,3,2,2,2,3,2,2,3,3,5,5
9128,353704,2021,32,5,4,40,465,521,1,8,1,290,1,1,3,3,3,3,3,3,3,2,2,3,3,5,5
10167,353803,2021,30,6,6,40,474,399,2,8,1,290,1,1,3,3,3,2,3,3,3,2,2,2,2,6,7
9238,353804,2021,28,5,2,40,479,531,2,1,2,250,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3
3563,356303,2021,38,3,4,40,204,930,1,8,1,350,2,1,4,4,2,2,2,2,2,2,2,2,2,6,6
3564,356403,2021,24,3,1,40,478,429,1,8,2,200,1,1,3,3,3,3,3,3,2,2,2,2,2,7,7
3564,356404,2021,20,3,1,48,561,521,1,8,2,200,1,1,3,3,3,3,3,3,2,2,2,2,2,7,7
8781,356903,2021,38,5,1,30,941,312,2,8,1,158,2,4,3,2,4,3,3,3,3,3,2,2,2,5,6
9240,356904,2021,37,5,4,40,853,312,2,8,1,120,1,1,3,3,3,3,3,3,3,3,2,2,2,7,7
9241,357503,2021,35,6,3,40,464,312,1,1,2,340,1,1,4,4,2,2,3,3,2,2,2,3,3,6,7
3582,358204,2021,36,6,6,40,264,864,1,8,1,330,1,1,3,3,3,3,3,3,3,2,2,2,3,7,5
8373,359304,2021,39,6,6,40,620,223,2,8,1,700,1,1,4,4,1,2,2,2,2,1,1,2,2,8,7
3626,362604,2021,33,6,6,40,641,320,1,8,1,250,2,1,3,3,3,2,3,3,3,2,2,2,2,6,7
8472,364103,2021,37,5,3,40,465,510,2,1,1,300,1,1,3,3,4,2,3,3,3,3,3,2,3,7,7
10004,364302,2021,34,4,1,40,911,942,2,8,1,480,1,1,4,4,3,3,3,3,2,2,2,3,3,6,5
3658,365807,2021,25,3,2,48,521,921,1,8,2,172,2,1,3,3,3,3,3,3,3,2,2,3,3,5,5
9922,366705,2021,21,3,6,40,741,783,1,8,1,340,1,3,4,3,2,2,2,2,3,2,2,2,2,7,8
9573,367303,2021,27,5,3,40,551,441,1,5,1,224,1,1,4,3,3,3,2,2,3,3,3,3,3,5,4
3676,367604,2021,32,6,3,40,702,392,1,8,2,375,2,3,3,3,3,3,3,3,2,2,2,2,2,7,7
3689,368907,2021,38,5,4,40,612,772,1,8,1,200,1,1,3,3,3,3,3,3,3,2,2,3,3,5,5
7721,369305,2021,35,5,1,40,911,392,3,8,2,180,2,1,4,4,2,2,2,2,3,3,2,2,2,5,5
8539,369306,2021,33,5,3,40,284,863,1,8,1,240,1,1,3,3,3,3,3,3,3,3,3,3,3,7,7
3703,370304,2021,31,5,4,40,861,243,1,8,2,280,1,1,3,4,2,2,2,2,3,2,2,2,2,6,7
3705,370503,2021,35,6,4,40,701,312,1,8,2,480,1,1,3,3,3,2,3,3,3,2,2,2,2,6,7
3707,370704,2021,30,3,3,40,264,312,1,8,2,215,1,1,3,3,3,3,3,3,3,3,2,3,3,4,5
3718,371805,2021,29,3,2,40,463,873,1,8,1,300,1,1,3,3,3,3,3,3,2,2,2,2,2,7,7
3721,372103,2021,22,6,4,40,521,312,1,8,2,195,1,1,2,3,3,2,3,3,3,3,2,2,2,7,8
3726,372604,2021,29,4,4,40,753,942,1,8,1,300,1,1,4,4,2,2,2,2,3,3,3,3,3,5,5
10007,373804,2021,36,3,2,40,132,510,2,8,1,250,1,1,3,3,4,2,3,3,3,2,2,3,3,8,7
3746,374604,2021,31,6,6,40,639,283,1,8,1,292,1,1,4,4,3,2,2,2,3,3,2,2,3,8,6
8264,374703,2021,39,6,6,40,701,235,2,8,1,430,1,1,3,2,4,3,3,3,3,3,2,3,3,6,7
7226,378203,2021,28,6,1,50,423,762,1,9,1,200,1,1,4,4,2,2,2,2,2,2,2,2,2,7,8
3785,378504,2021,27,4,4,52,212,899,1,9,1,300,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
3786,378604,2021,25,6,3,40,853,259,1,9,2,200,2,4,4,4,2,2,2,2,2,2,2,2,2,8,8
3788,378804,2021,39,6,1,50,423,762,1,9,1,220,1,1,4,4,3,2,2,2,2,2,2,2,2,8,8
3799,379903,2021,31,6,3,40,852,252,1,9,2,200,2,4,4,4,2,3,2,2,2,2,2,2,2,8,8
9494,380404,2021,38,5,6,40,241,753,2,11,1,470,1,1,3,3,3,2,3,3,2,2,2,3,2,9,9
3805,380504,2021,29,6,4,40,561,244,1,9,2,240,1,1,4,4,2,2,2,2,2,2,2,2,2,8,8
3809,380904,2021,30,6,2,40,871,247,1,9,1,200,1,4,4,4,4,2,2,2,2,2,2,2,2,7,7
3809,380905,2021,26,5,2,45,851,253,1,9,2,200,1,4,4,4,3,2,2,2,2,2,2,2,2,8,8
8687,381804,2021,39,4,3,40,303,854,2,9,1,241,1,1,4,4,3,3,3,3,2,2,2,2,2,7,7
9495,382203,2021,27,6,1,40,856,254,1,5,2,265,1,1,2,2,4,2,4,4,3,3,3,3,3,4,5
9831,382604,2021,24,3,6,52,473,313,1,9,2,250,1,1,4,4,2,2,2,2,2,2,2,2,2,8,8
9497,385303,2021,28,6,4,40,949,314,1,8,2,250,2,4,4,3,3,3,3,3,3,3,3,3,3,7,7
9577,386003,2021,29,6,6,40,861,243,2,8,2,410,1,1,4,3,2,4,3,3,3,2,2,2,2,8,9
8268,387104,2021,32,4,3,40,291,855,1,8,1,200,1,1,3,3,3,3,3,3,3,3,3,3,3,6,7
9134,390204,2021,29,3,1,40,561,441,1,8,1,300,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
3908,390803,2021,26,6,3,40,641,320,1,10,2,250,1,4,1,2,3,2,2,2,3,2,3,3,3,5,6
3911,391103,2021,27,5,3,30,911,432,1,10,1,250,2,1,2,4,3,2,3,3,4,3,3,3,3,5,5
3913,391305,2021,38,5,6,40,261,864,1,10,2,330,1,1,3,4,3,2,2,2,4,3,2,2,3,8,7
3923,392304,2021,34,5,6,8,842,311,2,10,1,280,2,3,3,3,3,3,3,3,3,3,2,3,2,6,6
3936,393603,2021,36,6,6,40,292,753,1,10,1,320,1,1,3,4,3,3,3,2,3,3,4,3,3,5,5
8131,395005,2021,39,6,6,40,701,235,2,8,1,810,1,1,4,4,2,2,2,2,2,2,2,2,2,7,7
3952,395203,2021,29,5,2,44,862,245,1,6,2,240,1,1,3,3,3,2,3,3,3,3,3,3,3,6,5
8580,396905,2021,39,6,5,40,261,312,2,8,1,520,1,1,4,4,2,2,2,2,3,3,2,2,2,5,6
8813,397704,2021,38,6,6,40,639,312,2,1,1,525,1,1,4,4,3,3,2,2,2,2,2,2,2,6,9
4006,400603,2021,27,6,6,40,861,243,1,11,1,320,1,4,3,3,3,3,2,3,4,3,2,2,2,7,7
4010,401003,2021,30,5,6,40,861,243,1,11,2,450,1,1,4,4,2,3,2,2,2,2,3,2,2,8,8
4020,402003,2021,31,3,2,60,494,922,1,8,1,250,2,1,3,3,3,3,3,3,3,3,3,3,3,4,4
4037,403705,2021,24,3,6,40,212,930,1,11,2,270,1,1,4,3,3,3,3,3,2,2,3,2,3,8,8
9499,404703,2021,29,6,3,40,872,312,1,8,2,300,1,3,4,4,2,2,2,2,2,2,2,2,2,7,7
4048,404805,2021,30,5,3,44,742,941,1,11,1,300,1,1,4,3,3,3,3,3,2,2,2,3,3,8,8
8376,405004,2021,36,5,3,44,381,941,2,11,1,375,1,1,3,3,2,3,3,3,3,2,2,3,3,7,8
9139,405203,2021,25,5,6,40,261,863,1,4,1,250,1,1,3,3,3,3,3,3,3,3,3,3,2,4,5
8692,405304,2021,37,6,6,40,649,320,2,19,1,430,1,1,3,4,3,3,2,3,3,2,2,3,2,7,7
7883,409405,2021,39,4,6,40,301,854,2,11,1,500,1,1,3,3,2,3,2,2,2,2,2,2,2,8,8
8812,410006,2021,34,6,5,40,682,314,2,7,1,358,1,3,3,3,3,3,3,3,3,3,3,3,3,8,8
9315,410106,2021,27,4,6,40,651,510,1,10,2,200,2,1,3,3,3,3,3,3,3,3,3,3,3,7,6
9501,410107,2021,25,3,2,40,303,854,1,11,1,205,1,1,3,3,3,3,3,3,3,3,3,3,3,7,7
6342,410405,2021,31,3,3,26,11,922,1,11,2,98,2,3,4,4,2,3,3,3,3,3,3,3,3,7,7
9519,410503,2021,33,5,4,40,952,751,2,5,1,245,1,1,3,3,3,3,3,3,3,3,3,3,3,6,7
4106,410603,2021,32,6,6,40,471,312,1,11,2,250,1,1,4,3,3,3,3,3,3,4,4,3,3,5,6
4106,410604,2021,30,5,6,40,107,811,1,11,1,280,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4
8379,414003,2021,33,4,6,40,262,235,2,11,2,465,1,1,3,3,3,3,2,2,2,2,2,3,2,8,8
6647,414303,2021,39,6,6,40,861,243,1,12,2,471,1,3,3,4,2,2,3,3,3,2,2,2,2,7,7
4143,414304,2021,36,3,2,40,871,421,1,12,2,177,1,1,4,4,2,2,2,2,2,2,2,2,2,8,8
10176,418203,2021,36,6,6,40,844,261,1,8,2,250,1,3,4,4,4,2,2,2,3,2,2,2,2,7,8
8382,418903,2021,36,4,2,44,251,743,2,12,1,400,2,1,4,4,3,2,2,3,2,2,2,2,2,4,3
8481,419804,2021,29,5,6,40,262,863,1,11,2,345,1,1,3,3,2,3,2,2,3,3,3,3,3,8,8
9318,420604,2021,35,3,4,44,204,891,2,12,1,250,1,1,4,4,3,3,2,2,2,2,2,2,2,7,7
5234,422902,2021,37,5,2,40,641,320,1,1,2,250,1,1,4,4,2,2,2,2,2,2,2,3,2,8,8
10010,424003,2021,34,6,6,40,651,320,2,12,2,500,1,3,4,4,2,3,2,2,2,2,2,2,2,6,6
6568,424504,2021,39,3,4,40,291,854,2,11,2,195,1,1,4,4,3,3,3,3,2,2,2,2,2,8,8
9580,428203,2021,37,5,4,36,262,864,1,8,1,280,1,1,3,4,3,3,3,3,2,2,2,2,2,7,7
4292,429205,2021,29,5,2,40,862,245,1,1,2,280,1,1,4,4,3,2,2,2,2,3,2,2,2,7,7
8794,430303,2021,37,5,4,40,301,854,2,12,1,280,1,1,4,3,3,2,2,2,2,2,2,2,2,6,5
4309,430907,2021,35,2,6,40,463,899,2,12,2,150,2,1,4,4,3,2,2,3,2,3,3,3,3,2,2
9144,431803,2021,37,5,2,40,949,399,3,13,2,234,2,3,4,3,3,2,3,3,2,2,2,2,2,8,8
6943,431804,2021,34,5,6,40,261,312,1,5,2,346,1,1,3,3,3,3,3,3,4,2,3,3,3,6,4
4329,432904,2021,31,5,1,44,862,246,1,13,2,250,1,1,4,5,3,2,2,2,2,2,2,2,2,7,8
9666,433705,2021,27,6,3,40,851,252,1,8,2,230,1,4,4,4,2,2,2,2,3,3,2,3,2,7,8
4345,434504,2021,27,6,3,40,861,243,1,13,2,280,1,1,4,4,3,2,2,2,2,2,2,2,2,7,8
4352,435204,2021,30,5,3,40,271,761,1,13,1,200,1,1,5,5,3,2,3,3,3,3,3,3,3,7,9
8800,437603,2021,38,6,5,40,282,274,1,8,1,380,1,1,3,2,4,2,3,3,2,2,2,2,2,7,8
4387,438703,2021,35,4,3,40,411,762,1,13,1,350,1,1,4,4,3,2,3,3,2,2,2,3,2,7,7
5316,439006,2021,24,6,6,40,620,222,1,1,2,290,1,1,3,3,3,2,2,2,2,3,2,2,2,7,7
8956,440003,2021,39,6,3,40,291,235,2,15,1,350,1,1,3,3,3,2,3,3,2,2,2,2,2,7,7
9669,440604,2021,30,6,2,40,620,222,1,1,2,300,1,1,3,3,3,3,3,3,3,3,2,3,2,8,8
4408,440804,2021,27,5,6,40,861,312,1,13,1,240,1,4,4,4,3,2,2,2,2,2,2,3,2,6,6
6942,441005,2021,39,6,3,40,949,313,2,8,2,580,1,1,4,4,2,2,2,2,2,2,2,2,2,7,8
4428,442803,2021,28,3,3,40,291,855,1,13,1,150,2,1,4,4,4,2,3,3,2,3,3,3,3,5,7
4444,444403,2021,35,6,6,40,412,313,1,14,2,200,1,1,3,3,3,3,3,3,3,3,3,3,3,4,7
4445,444503,2021,26,3,3,40,303,851,1,14,1,200,1,1,3,3,3,3,3,3,3,3,3,3,3,5,5
9150,444704,2021,34,5,3,40,861,243,2,14,2,200,1,1,3,3,3,3,3,3,3,2,2,2,3,5,8
8802,447003,2021,37,6,6,50,952,751,2,14,2,230,1,1,3,3,3,3,3,3,3,2,2,2,2,5,8
10026,448306,2021,23,3,6,40,303,312,1,8,2,215,1,1,3,3,3,3,3,3,3,3,2,2,3,7,7
